impact_category,unit,basis,cluster,source,mean
"Human toxicity, cancer - metals",CTUh,ha,2,crop_protection,5.938590000000001e-09
"Human toxicity, cancer - metals",CTUh,ha,2,fertilisers,1.5492230000000005e-07
"Human toxicity, cancer - metals",CTUh,ha,2,machines,5.796586140463921e-07
"Human toxicity, cancer - metals",CTUh,ha,3,crop_protection,1.543741052631579e-08
"Human toxicity, cancer - metals",CTUh,ha,3,fertilisers,1.5424845263157896e-07
"Human toxicity, cancer - metals",CTUh,ha,3,machines,7.920716995926477e-07
"Human toxicity, cancer - metals",CTUh,tonne,1,crop_protection,6.9628e-10
"Human toxicity, cancer - metals",CTUh,tonne,1,fertilisers,3.9707359999999995e-08
"Human toxicity, cancer - metals",CTUh,tonne,1,machines,6.0260551e-08
"Human toxicity, cancer - metals",CTUh,tonne,2,crop_protection,9.3158e-10
"Human toxicity, cancer - metals",CTUh,tonne,2,fertilisers,3.10244e-08
"Human toxicity, cancer - metals",CTUh,tonne,2,machines,5.555459900000002e-08
"Human toxicity, cancer - metals",CTUh,tonne,3,crop_protection,4.076878947368421e-09
"Human toxicity, cancer - metals",CTUh,tonne,3,fertilisers,5.4914405263157895e-08
"Human toxicity, cancer - metals",CTUh,tonne,3,machines,1.1674235947368426e-07
"Human toxicity, cancer - organics",CTUh,ha,1,crop_protection,4.00664e-09
"Human toxicity, cancer - organics",CTUh,ha,1,fertilisers,7.4053564e-08
"Human toxicity, cancer - organics",CTUh,ha,1,machines,1.5493530793339868e-07
"Human toxicity, cancer - organics",CTUh,ha,2,crop_protection,5.70344e-09
"Human toxicity, cancer - organics",CTUh,ha,2,fertilisers,4.4560498e-08
"Human toxicity, cancer - organics",CTUh,ha,2,machines,3.132398870764937e-07
"Human toxicity, cancer - organics",CTUh,ha,3,crop_protection,1.5069794736842106e-08
"Human toxicity, cancer - organics",CTUh,ha,3,fertilisers,4.62408957894737e-08
"Human toxicity, cancer - organics",CTUh,ha,3,machines,4.357319820526477e-07
"Human toxicity, cancer - organics",CTUh,tonne,1,crop_protection,6.571400000000001e-10
"Human toxicity, cancer - organics",CTUh,tonne,1,fertilisers,1.1336068e-08
"Human toxicity, cancer - organics",CTUh,tonne,1,machines,3.05784396e-08
"Human toxicity, cancer - organics",CTUh,tonne,2,crop_protection,9.0292e-10
"Human toxicity, cancer - organics",CTUh,tonne,2,fertilisers,8.898896e-09
"Human toxicity, cancer - organics",CTUh,tonne,2,machines,2.84258294e-08
"Human toxicity, cancer - organics",CTUh,tonne,3,crop_protection,4.0572052631578954e-09
"Human toxicity, cancer - organics",CTUh,tonne,3,fertilisers,1.6241303157894737e-08
"Human toxicity, cancer - organics",CTUh,tonne,3,machines,6.039937673684211e-08
"Human toxicity, non-cancer",CTUh,ha,1,crop_protection,1.039968e-06
"Human toxicity, non-cancer",CTUh,ha,1,fertilisers,1.17067644e-05
"Human toxicity, non-cancer",CTUh,ha,1,machines,9.85220039177277e-06
"Human toxicity, non-cancer",CTUh,ha,1,sowing,8.5981e-06
"Human toxicity, non-cancer",CTUh,ha,1,water,0.0
"Human toxicity, non-cancer",CTUh,ha,2,crop_protection,1.96343809e-05
"Human toxicity, non-cancer",CTUh,ha,2,fertilisers,6.780573e-06
"Human toxicity, non-cancer",CTUh,ha,2,machines,2.747190374931537e-05
"Human toxicity, non-cancer",CTUh,ha,2,sowing,9.116670316358329e-06
"Human toxicity, non-cancer",CTUh,ha,2,water,0.0
"Human toxicity, non-cancer",CTUh,ha,3,crop_protection,4.539428810526316e-05
"Human toxicity, non-cancer",CTUh,ha,3,fertilisers,6.820310210526316e-06
"Human toxicity, non-cancer",CTUh,ha,3,machines,3.4700818965672855e-05
"Human toxicity, non-cancer",CTUh,ha,3,sowing,8.85991604538946e-06
"Human toxicity, non-cancer",CTUh,ha,3,water,0.0
"Human toxicity, non-cancer",CTUh,tonne,1,crop_protection,1.70568e-07
"Human toxicity, non-cancer",CTUh,tonne,1,fertilisers,1.8231896e-06
"Human toxicity, non-cancer",CTUh,tonne,1,machines,1.9363639999999996e-06
"Human toxicity, non-cancer",CTUh,tonne,1,sowing,1.4744996e-06
"Human toxicity, non-cancer",CTUh,tonne,1,water,0.0
"Human toxicity, non-cancer",CTUh,tonne,2,crop_protection,3.0787926000000003e-06
"Human toxicity, non-cancer",CTUh,tonne,2,fertilisers,1.3447894e-06
"Human toxicity, non-cancer",CTUh,tonne,2,machines,2.2929625e-06
"Human toxicity, non-cancer",CTUh,tonne,2,sowing,1.5194265782616054e-06
"Human toxicity, non-cancer",CTUh,tonne,2,water,0.0
"Human toxicity, non-cancer",CTUh,tonne,3,crop_protection,1.2704625052631577e-05
"Human toxicity, non-cancer",CTUh,tonne,3,fertilisers,2.501122631578947e-06
"Human toxicity, non-cancer",CTUh,tonne,3,machines,4.6051819999999995e-06
"Human toxicity, non-cancer",CTUh,tonne,3,sowing,2.6667417067741853e-06
"Human toxicity, non-cancer",CTUh,tonne,3,water,0.0
"Human toxicity, non-cancer - inorganics",CTUh,ha,1,crop_protection,1.36904e-08
"Human toxicity, non-cancer - inorganics",CTUh,ha,1,fertilisers,3.86774672e-06
"Human toxicity, non-cancer - inorganics",CTUh,ha,1,machines,3.2981257198824686e-06
"Human toxicity, non-cancer - inorganics",CTUh,ha,2,crop_protection,1.9058580000000004e-08
"Human toxicity, non-cancer - inorganics",CTUh,ha,2,fertilisers,2.08049084e-06
"Human toxicity, non-cancer - inorganics",CTUh,ha,2,machines,6.942846878912688e-06
"Human toxicity, non-cancer - inorganics",CTUh,ha,3,crop_protection,4.9465568421052636e-08
"Human toxicity, non-cancer - inorganics",CTUh,ha,3,fertilisers,1.957802547368422e-06
"Human toxicity, non-cancer - inorganics",CTUh,ha,3,machines,9.421411162205742e-06
"Human toxicity, non-cancer - inorganics",CTUh,tonne,1,crop_protection,2.2454e-09
"Human toxicity, non-cancer - inorganics",CTUh,tonne,1,fertilisers,6.526922800000001e-07
"Human toxicity, non-cancer - inorganics",CTUh,tonne,1,machines,6.599690400000001e-07
"Human toxicity, non-cancer - inorganics",CTUh,tonne,2,crop_protection,2.98652e-09
"Human toxicity, non-cancer - inorganics",CTUh,tonne,2,fertilisers,4.024139e-07
"Human toxicity, non-cancer - inorganics",CTUh,tonne,2,machines,6.328955100000001e-07
"Human toxicity, non-cancer - inorganics",CTUh,tonne,3,crop_protection,1.3031326315789474e-08
"Human toxicity, non-cancer - inorganics",CTUh,tonne,3,fertilisers,8.153137368421051e-07
"Human toxicity, non-cancer - inorganics",CTUh,tonne,3,machines,1.255561442105263e-06
"Human toxicity, non-cancer - metals",CTUh,ha,1,crop_protection,1.256e-07
"Human toxicity, non-cancer - metals",CTUh,ha,1,fertilisers,7.5167282e-06
"Human toxicity, non-cancer - metals",CTUh,ha,1,machines,6.3911408423114585e-06
"Human toxicity, non-cancer - metals",CTUh,ha,2,crop_protection,1.7701150000000006e-07
"Human toxicity, non-cancer - metals",CTUh,ha,2,fertilisers,4.5015386e-06
"Human toxicity, non-cancer - metals",CTUh,ha,2,machines,2.0139451292658752e-05
"Human toxicity, non-cancer - metals",CTUh,ha,3,crop_protection,4.6315568421052627e-07
"Human toxicity, non-cancer - metals",CTUh,ha,3,fertilisers,4.652669578947368e-06
"Human toxicity, non-cancer - metals",CTUh,ha,3,machines,2.4773041704679588e-05
"Human toxicity, non-cancer - metals",CTUh,tonne,1,crop_protection,2.06e-08
"Human toxicity, non-cancer - metals",CTUh,tonne,1,fertilisers,1.1206634e-06
"Human toxicity, non-cancer - metals",CTUh,tonne,1,machines,1.2445347e-06
"Human toxicity, non-cancer - metals",CTUh,tonne,2,crop_protection,2.78702e-08
"Human toxicity, non-cancer - metals",CTUh,tonne,2,fertilisers,9.027067e-07
"Human toxicity, non-cancer - metals",CTUh,tonne,2,machines,1.6265483e-06
"Human toxicity, non-cancer - metals",CTUh,tonne,3,crop_protection,1.2328384210526318e-07
"Human toxicity, non-cancer - metals",CTUh,tonne,3,fertilisers,1.6129988421052632e-06
"Human toxicity, non-cancer - metals",CTUh,tonne,3,machines,3.288119931578947e-06
"Human toxicity, non-cancer - organics",CTUh,ha,1,crop_protection,9.01808e-07
"Human toxicity, non-cancer - organics",CTUh,ha,1,fertilisers,4.030397800000001e-07
"Human toxicity, non-cancer - organics",CTUh,ha,1,machines,1.9660484231145938e-07
"Human toxicity, non-cancer - organics",CTUh,ha,2,crop_protection,1.94398749e-05
"Human toxicity, non-cancer - organics",CTUh,ha,2,fertilisers,2.516998e-07
"Human toxicity, non-cancer - organics",CTUh,ha,2,machines,4.636071174583568e-07
"Human toxicity, non-cancer - organics",CTUh,ha,3,crop_protection,4.488574347368422e-05
"Human toxicity, non-cancer - organics",CTUh,ha,3,fertilisers,2.687562105263158e-07
"Human toxicity, non-cancer - organics",CTUh,ha,3,machines,6.054570945293116e-07
"Human toxicity, non-cancer - organics",CTUh,tonne,1,crop_protection,1.47908e-07
"Human toxicity, non-cancer - organics",CTUh,tonne,1,fertilisers,6.227358e-08
"Human toxicity, non-cancer - organics",CTUh,tonne,1,machines,3.8618116e-08
"Human toxicity, non-cancer - organics",CTUh,tonne,2,crop_protection,3.0481814000000006e-06
"Human toxicity, non-cancer - organics",CTUh,tonne,2,fertilisers,5.036031e-08
"Human toxicity, non-cancer - organics",CTUh,tonne,2,machines,3.9939394e-08
"Human toxicity, non-cancer - organics",CTUh,tonne,3,crop_protection,1.256938726315789e-05
"Human toxicity, non-cancer - organics",CTUh,tonne,3,fertilisers,9.224109473684212e-08
"Human toxicity, non-cancer - organics",CTUh,tonne,3,machines,7.538569e-08
Ionising radiation,kBq U-235 eq,ha,1,crop_protection,4.98284716
Ionising radiation,kBq U-235 eq,ha,1,fertilisers,50.140003786
Ionising radiation,kBq U-235 eq,ha,1,machines,28.607538687561217
Ionising radiation,kBq U-235 eq,ha,1,sowing,4.306143
Ionising radiation,kBq U-235 eq,ha,1,water,0.0
Ionising radiation,kBq U-235 eq,ha,2,crop_protection,6.938313547000001
Ionising radiation,kBq U-235 eq,ha,2,fertilisers,29.599467802
Ionising radiation,kBq U-235 eq,ha,2,machines,68.19938560897975
Ionising radiation,kBq U-235 eq,ha,2,sowing,4.565855952605133
Ionising radiation,kBq U-235 eq,ha,2,water,0.0
Ionising radiation,kBq U-235 eq,ha,3,crop_protection,17.996441165789474
Ionising radiation,kBq U-235 eq,ha,3,fertilisers,30.23987003052632
Ionising radiation,kBq U-235 eq,ha,3,machines,88.96443088317699
Ionising radiation,kBq U-235 eq,ha,3,sowing,4.437267007762355
Ionising radiation,kBq U-235 eq,ha,3,water,0.0
Ionising radiation,kBq U-235 eq,tonne,1,crop_protection,0.8172504100000001
Ionising radiation,kBq U-235 eq,tonne,1,fertilisers,7.483933762
Ionising radiation,kBq U-235 eq,tonne,1,machines,5.7905785
Ionising radiation,kBq U-235 eq,tonne,1,sowing,0.738466188
Ionising radiation,kBq U-235 eq,tonne,1,water,0.0
Ionising radiation,kBq U-235 eq,tonne,2,crop_protection,1.08691551
Ionising radiation,kBq U-235 eq,tonne,2,fertilisers,5.9266973190000005
Ionising radiation,kBq U-235 eq,tonne,2,machines,6.001229
Ionising radiation,kBq U-235 eq,tonne,2,sowing,0.7609667396279601
Ionising radiation,kBq U-235 eq,tonne,2,water,0.0
Ionising radiation,kBq U-235 eq,tonne,3,crop_protection,4.738110000526316
Ionising radiation,kBq U-235 eq,tonne,3,fertilisers,10.61295300736842
Ionising radiation,kBq U-235 eq,tonne,3,machines,11.143717368421054
Ionising radiation,kBq U-235 eq,tonne,3,sowing,1.3355707811532442
Ionising radiation,kBq U-235 eq,tonne,3,water,0.0
Land use,Pt,ha,1,crop_protection,117.12958624
Land use,Pt,ha,1,fertilisers,3765.328685214
Land use,Pt,ha,1,machines,2903.861286973555
Land use,Pt,ha,1,sowing,26330.1156
Land use,Pt,ha,1,water,0.0
Land use,Pt,ha,2,crop_protection,165.68475965000005
Land use,Pt,ha,2,fertilisers,2083.934744268
Land use,Pt,ha,2,machines,9455.187815617
Land use,Pt,ha,2,sowing,27918.142766053355
Land use,Pt,ha,2,water,0.0
Land use,Pt,ha,3,crop_protection,431.6310336736842
Land use,Pt,ha,3,fertilisers,2012.424218551579
Land use,Pt,ha,3,machines,9697.050121816406
Land use,Pt,ha,3,sowing,27131.87956425249
Land use,Pt,ha,3,water,0.0
Land use,Pt,tonne,1,crop_protection,19.21074424
Land use,Pt,tonne,1,fertilisers,556.781758616
Land use,Pt,tonne,1,machines,574.3180880000001
Land use,Pt,tonne,1,sowing,4515.3865296
Land use,Pt,tonne,1,water,0.0
Land use,Pt,tonne,2,crop_protection,26.0357583
Land use,Pt,tonne,2,fertilisers,415.42043839
Land use,Pt,tonne,2,machines,690.640827
Land use,Pt,tonne,2,sowing,4652.967219657892
Land use,Pt,tonne,2,water,0.0
Land use,Pt,tonne,3,crop_protection,114.4648238631579
Land use,Pt,tonne,3,fertilisers,742.0111723078946
Land use,Pt,tonne,3,machines,1333.6296489473682
Land use,Pt,tonne,3,sowing,8166.410883184145
Land use,Pt,tonne,3,water,0.0
Ozone depletion,kg CFC11 eq,ha,1,crop_protection,1.84632e-06
Ozone depletion,kg CFC11 eq,ha,1,fertilisers,9.150324e-05
Ozone depletion,kg CFC11 eq,ha,1,machines,7.702333947110675e-05
Ozone depletion,kg CFC11 eq,ha,1,sowing,9.0998e-06
Ozone depletion,kg CFC11 eq,ha,1,water,0.0
Ozone depletion,kg CFC11 eq,ha,2,crop_protection,2.536696e-06
Ozone depletion,kg CFC11 eq,ha,2,fertilisers,5.8513566e-05
Ozone depletion,kg CFC11 eq,ha,2,machines,0.0001936165527199
Ozone depletion,kg CFC11 eq,ha,2,sowing,9.64862894648789e-06
Ozone depletion,kg CFC11 eq,ha,2,water,0.0
Ozone depletion,kg CFC11 eq,ha,3,crop_protection,6.568897894736842e-06
Ozone depletion,kg CFC11 eq,ha,3,fertilisers,6.356559263157895e-05
Ozone depletion,kg CFC11 eq,ha,3,machines,0.0002489432845035
Ozone depletion,kg CFC11 eq,ha,3,sowing,9.376893037977577e-06
Ozone depletion,kg CFC11 eq,ha,3,water,0.0
Ozone depletion,kg CFC11 eq,tonne,1,crop_protection,3.0282e-07
Ozone depletion,kg CFC11 eq,tonne,1,fertilisers,1.4198104e-05
Ozone depletion,kg CFC11 eq,tonne,1,machines,1.56079174e-05
Ozone depletion,kg CFC11 eq,tonne,1,sowing,1.5605368e-06
Ozone depletion,kg CFC11 eq,tonne,1,water,0.0
Ozone depletion,kg CFC11 eq,tonne,2,crop_protection,3.9674399999999994e-07
Ozone depletion,kg CFC11 eq,tonne,2,fertilisers,1.1724694000000002e-05
Ozone depletion,kg CFC11 eq,tonne,2,machines,1.6878593600000002e-05
Ozone depletion,kg CFC11 eq,tonne,2,sowing,1.6080852719629868e-06
Ozone depletion,kg CFC11 eq,tonne,2,water,0.0
Ozone depletion,kg CFC11 eq,tonne,3,crop_protection,1.7223652631578949e-06
Ozone depletion,kg CFC11 eq,tonne,3,fertilisers,2.149166947368421e-05
Ozone depletion,kg CFC11 eq,tonne,3,machines,3.038184468421053e-05
Ozone depletion,kg CFC11 eq,tonne,3,sowing,2.8223463536483325e-06
Ozone depletion,kg CFC11 eq,tonne,3,water,0.0
Particulate matter,disease inc.,ha,1,crop_protection,3.391200000000001e-07
Particulate matter,disease inc.,ha,1,fertilisers,8.159917800000001e-05
Particulate matter,disease inc.,ha,1,machines,1.566836983349657e-05
Particulate matter,disease inc.,ha,1,sowing,1.0898999999999998e-05
Particulate matter,disease inc.,ha,1,water,0.0
Particulate matter,disease inc.,ha,2,crop_protection,4.748360000000001e-07
Particulate matter,disease inc.,ha,2,fertilisers,5.4331908e-05
Particulate matter,disease inc.,ha,2,machines,3.6895984661728224e-05
Particulate matter,disease inc.,ha,2,sowing,1.1556342654538725e-05
Particulate matter,disease inc.,ha,2,water,0.0
Particulate matter,disease inc.,ha,3,crop_protection,1.2343673684210529e-06
Particulate matter,disease inc.,ha,3,fertilisers,6.0688745263157894e-05
Particulate matter,disease inc.,ha,3,machines,4.762650244518977e-05
Particulate matter,disease inc.,ha,3,sowing,1.1230879494155652e-05
Particulate matter,disease inc.,ha,3,water,0.0
Particulate matter,disease inc.,tonne,1,crop_protection,5.562e-08
Particulate matter,disease inc.,tonne,1,fertilisers,1.2695274e-05
Particulate matter,disease inc.,tonne,1,machines,3.1202180999999994e-06
Particulate matter,disease inc.,tonne,1,sowing,1.869084e-06
Particulate matter,disease inc.,tonne,1,water,0.0
Particulate matter,disease inc.,tonne,2,crop_protection,7.4492e-08
Particulate matter,disease inc.,tonne,2,fertilisers,1.0921585e-05
Particulate matter,disease inc.,tonne,2,machines,3.2007213999999994e-06
Particulate matter,disease inc.,tonne,2,sowing,1.9260336907541476e-06
Particulate matter,disease inc.,tonne,2,water,0.0
Particulate matter,disease inc.,tonne,3,crop_protection,3.260478947368422e-07
Particulate matter,disease inc.,tonne,3,fertilisers,1.997365578947369e-05
Particulate matter,disease inc.,tonne,3,machines,6.303257736842105e-06
Particulate matter,disease inc.,tonne,3,sowing,3.3803768114038963e-06
Particulate matter,disease inc.,tonne,3,water,0.0
Photochemical ozone formation,kg NMVOC eq,ha,1,crop_protection,0.03122416
Photochemical ozone formation,kg NMVOC eq,ha,1,fertilisers,1.498602018
Photochemical ozone formation,kg NMVOC eq,ha,1,machines,5.038481802154751
Photochemical ozone formation,kg NMVOC eq,ha,1,sowing,0.58474
Photochemical ozone formation,kg NMVOC eq,ha,1,water,0.0
Photochemical ozone formation,kg NMVOC eq,ha,2,crop_protection,0.043314569
Photochemical ozone formation,kg NMVOC eq,ha,2,fertilisers,0.909142776
Photochemical ozone formation,kg NMVOC eq,ha,2,machines,12.33186664913169
Photochemical ozone formation,kg NMVOC eq,ha,2,sowing,0.6200069551165222
Photochemical ozone formation,kg NMVOC eq,ha,2,water,0.0
Photochemical ozone formation,kg NMVOC eq,ha,3,crop_protection,0.1123206642105263
Photochemical ozone formation,kg NMVOC eq,ha,3,fertilisers,0.9494803936842106
Photochemical ozone formation,kg NMVOC eq,ha,3,machines,15.356552256145342
Photochemical ozone formation,kg NMVOC eq,ha,3,sowing,0.6025455982578748
Photochemical ozone formation,kg NMVOC eq,ha,3,water,0.0
Photochemical ozone formation,kg NMVOC eq,tonne,1,crop_protection,0.00512116
Photochemical ozone formation,kg NMVOC eq,tonne,1,fertilisers,0.228792248
Photochemical ozone formation,kg NMVOC eq,tonne,1,machines,1.01813318
Photochemical ozone formation,kg NMVOC eq,tonne,1,sowing,0.10027784
Photochemical ozone formation,kg NMVOC eq,tonne,1,water,0.0
Photochemical ozone formation,kg NMVOC eq,tonne,2,crop_protection,0.006783058
Photochemical ozone formation,kg NMVOC eq,tonne,2,fertilisers,0.181784238
Photochemical ozone formation,kg NMVOC eq,tonne,2,machines,1.11122152
Photochemical ozone formation,kg NMVOC eq,tonne,2,sowing,0.1033332361071272
Photochemical ozone formation,kg NMVOC eq,tonne,2,water,0.0
Photochemical ozone formation,kg NMVOC eq,tonne,3,crop_protection,0.0295442784210526
Photochemical ozone formation,kg NMVOC eq,tonne,3,fertilisers,0.3307688121052631
Photochemical ozone formation,kg NMVOC eq,tonne,3,machines,1.9060219789473685
Photochemical ozone formation,kg NMVOC eq,tonne,3,sowing,0.1813598987705582
Photochemical ozone formation,kg NMVOC eq,tonne,3,water,0.0
"Resource use, fossils",MJ,ha,1,crop_protection,309.4810376
"Resource use, fossils",MJ,ha,1,fertilisers,11378.29634864
"Resource use, fossils",MJ,ha,1,machines,5867.642530852107
"Resource use, fossils",MJ,ha,1,sowing,857.5580590000001
"Resource use, fossils",MJ,ha,1,water,0.0
"Resource use, fossils",MJ,ha,2,crop_protection,428.36727800000006
"Resource use, fossils",MJ,ha,2,fertilisers,7334.207554580001
"Resource use, fossils",MJ,ha,2,machines,14130.495562289188
"Resource use, fossils",MJ,ha,2,sowing,909.2792711225928
"Resource use, fossils",MJ,ha,2,water,0.0
"Resource use, fossils",MJ,ha,3,crop_protection,1110.5073906842106
"Resource use, fossils",MJ,ha,3,fertilisers,8012.211593842106
"Resource use, fossils",MJ,ha,3,machines,18372.28511915661
"Resource use, fossils",MJ,ha,3,sowing,883.6710909139392
"Resource use, fossils",MJ,ha,3,water,0.0
"Resource use, fossils",MJ,tonne,1,crop_protection,50.758832600000005
"Resource use, fossils",MJ,tonne,1,fertilisers,1758.8935803200002
"Resource use, fossils",MJ,tonne,1,machines,1188.7799785
"Resource use, fossils",MJ,tonne,1,sowing,147.063771644
"Resource use, fossils",MJ,tonne,1,water,0.0
"Resource use, fossils",MJ,tonne,2,crop_protection,67.0641744
"Resource use, fossils",MJ,tonne,2,fertilisers,1471.57755438
"Resource use, fossils",MJ,tonne,2,machines,1242.526904
"Resource use, fossils",MJ,tonne,2,sowing,151.54470257929472
"Resource use, fossils",MJ,tonne,2,water,0.0
"Resource use, fossils",MJ,tonne,3,crop_protection,291.90215536842106
"Resource use, fossils",MJ,tonne,3,fertilisers,2687.309395726316
"Resource use, fossils",MJ,tonne,3,machines,2291.152058631579
"Resource use, fossils",MJ,tonne,3,sowing,265.9757204400527
"Resource use, fossils",MJ,tonne,3,water,0.0
"Resource use, minerals and metals",kg Sb eq,ha,1,crop_protection,7.71184e-05
"Resource use, minerals and metals",kg Sb eq,ha,1,fertilisers,0.009982983
"Resource use, minerals and metals",kg Sb eq,ha,1,machines,0.0052930062487757
"Resource use, minerals and metals",kg Sb eq,ha,1,sowing,0.0006643199999999
"Resource use, minerals and metals",kg Sb eq,ha,1,water,0.0
"Resource use, minerals and metals",kg Sb eq,ha,2,crop_protection,0.0001074754
"Resource use, minerals and metals",kg Sb eq,ha,2,fertilisers,0.0060725742
"Resource use, minerals and metals",kg Sb eq,ha,2,machines,0.0125187215808086
"Resource use, minerals and metals",kg Sb eq,ha,2,sowing,0.0007043865998956
"Resource use, minerals and metals",kg Sb eq,ha,2,water,0.0
"Resource use, minerals and metals",kg Sb eq,ha,3,crop_protection,0.0002788163157894
"Resource use, minerals and metals",kg Sb eq,ha,3,fertilisers,0.0063552466315789
"Resource use, minerals and metals",kg Sb eq,ha,3,machines,0.0161798774542762
"Resource use, minerals and metals",kg Sb eq,ha,3,sowing,0.000684548845358
"Resource use, minerals and metals",kg Sb eq,ha,3,water,0.0
"Resource use, minerals and metals",kg Sb eq,tonne,1,crop_protection,1.26484e-05
"Resource use, minerals and metals",kg Sb eq,tonne,1,fertilisers,0.001522483
"Resource use, minerals and metals",kg Sb eq,tonne,1,machines,0.00103148512
"Resource use, minerals and metals",kg Sb eq,tonne,1,sowing,0.0001139251199999
"Resource use, minerals and metals",kg Sb eq,tonne,1,water,0.0
"Resource use, minerals and metals",kg Sb eq,tonne,2,crop_protection,1.68388e-05
"Resource use, minerals and metals",kg Sb eq,tonne,2,fertilisers,0.0012147489
"Resource use, minerals and metals",kg Sb eq,tonne,2,machines,0.00108053148
"Resource use, minerals and metals",kg Sb eq,tonne,2,sowing,0.0001173963392459
"Resource use, minerals and metals",kg Sb eq,tonne,2,water,0.0
"Resource use, minerals and metals",kg Sb eq,tonne,3,crop_protection,7.343147368421053e-05
"Resource use, minerals and metals",kg Sb eq,tonne,3,fertilisers,0.0022078036842105
"Resource use, minerals and metals",kg Sb eq,tonne,3,machines,0.0019941548210526
"Resource use, minerals and metals",kg Sb eq,tonne,3,sowing,0.0002060420151712
"Resource use, minerals and metals",kg Sb eq,tonne,3,water,0.0
Water use,m3 depriv.,ha,1,crop_protection,2.417568896
Water use,m3 depriv.,ha,1,fertilisers,202.484686316
Water use,m3 depriv.,ha,1,machines,36.23499804113614
Water use,m3 depriv.,ha,1,sowing,5604.53222
Water use,m3 depriv.,ha,1,water,561392.64
Water use,m3 depriv.,ha,2,crop_protection,3.3721479570000006
Water use,m3 depriv.,ha,2,fertilisers,114.5645504
Water use,m3 depriv.,ha,2,machines,84.84385865218387
Water use,m3 depriv.,ha,2,sowing,5942.553881339813
Water use,m3 depriv.,ha,2,water,561392.64
Water use,m3 depriv.,ha,3,crop_protection,8.751650089473683
Water use,m3 depriv.,ha,3,fertilisers,112.8677590568421
Water use,m3 depriv.,ha,3,machines,112.4272906220986
Water use,m3 depriv.,ha,3,sowing,5775.192768504695
Water use,m3 depriv.,ha,3,water,561392.64
Water use,m3 depriv.,tonne,1,crop_protection,0.396512096
Water use,m3 depriv.,tonne,1,fertilisers,29.93362803
Water use,m3 depriv.,tonne,1,machines,7.189786
Water use,m3 depriv.,tonne,1,sowing,961.12868152
Water use,m3 depriv.,tonne,1,water,99403.09216
Water use,m3 depriv.,tonne,2,crop_protection,0.528466682
Water use,m3 depriv.,tonne,2,fertilisers,22.887304029
Water use,m3 depriv.,tonne,2,machines,7.1293925
Water use,m3 depriv.,tonne,2,sowing,990.4136046093346
Water use,m3 depriv.,tonne,2,water,88364.50304
Water use,m3 depriv.,tonne,3,crop_protection,2.306213381578947
Water use,m3 depriv.,tonne,3,fertilisers,40.797131306842104
Water use,m3 depriv.,tonne,3,machines,14.108383105263158
Water use,m3 depriv.,tonne,3,sowing,1738.2723878570514
Water use,m3 depriv.,tonne,3,water,156170.8393263158
